day,time,latitude,longitude,T
0,01.01.25,36.28272251,115,270.11923
0.5,01.01.25,36.28272251,115,278.39914
1,02.01.25,36.28272251,115,271.7946
1.5,02.01.25,36.28272251,115,279.33447
2,03.01.25,36.28272251,115,274.05878
2.5,03.01.25,36.28272251,115,278.42175
3,04.01.25,36.28272251,115,272.97357
3.5,04.01.25,36.28272251,115,276.0331
4,05.01.25,36.28272251,115,270.0026
4.5,05.01.25,36.28272251,115,273.7699
5,06.01.25,36.28272251,115,270.1998
5.5,06.01.25,36.28272251,115,273.92316
6,07.01.25,36.28272251,115,272.80536
6.5,07.01.25,36.28272251,115,273.75568
7,08.01.25,36.28272251,115,272.8846
7.5,08.01.25,36.28272251,115,274.44693
8,09.01.25,36.28272251,115,272.3455
8.5,09.01.25,36.28272251,115,274.1429
9,10.01.25,36.28272251,115,272.30054
9.5,10.01.25,36.28272251,115,272.8779
10,11.01.25,36.28272251,115,272.31766
10.5,11.01.25,36.28272251,115,272.80835
11,12.01.25,36.28272251,115,272.84555
11.5,12.01.25,36.28272251,115,276.45908
12,13.01.25,36.28272251,115,270.65198
12.5,13.01.25,36.28272251,115,275.04782
13,14.01.25,36.28272251,115,270.51276
13.5,14.01.25,36.28272251,115,275.42676
14,15.01.25,36.28272251,115,264.86795
14.5,15.01.25,36.28272251,115,270.92038
15,16.01.25,36.28272251,115,265.28494
15.5,16.01.25,36.28272251,115,269.5691
16,17.01.25,36.28272251,115,267.4057
16.5,17.01.25,36.28272251,115,272.7714
17,18.01.25,36.28272251,115,268.39902
17.5,18.01.25,36.28272251,115,276.25504
18,19.01.25,36.28272251,115,270.00986
18.5,19.01.25,36.28272251,115,276.63562
19,20.01.25,36.28272251,115,271.72696
19.5,20.01.25,36.28272251,115,276.39673
20,21.01.25,36.28272251,115,272.35712
20.5,21.01.25,36.28272251,115,273.08502
21,22.01.25,36.28272251,115,271.9914
21.5,22.01.25,36.28272251,115,273.43723
22,23.01.25,36.28272251,115,271.48822
22.5,23.01.25,36.28272251,115,272.68588
23,24.01.25,36.28272251,115,270.02277
23.5,24.01.25,36.28272251,115,276.3962
24,25.01.25,36.28272251,115,267.98456
24.5,25.01.25,36.28272251,115,277.23508
25,26.01.25,36.28272251,115,268.34412
25.5,26.01.25,36.28272251,115,276.43915
26,27.01.25,36.28272251,115,269.958
26.5,27.01.25,36.28272251,115,274.78592
27,28.01.25,36.28272251,115,270.36374
27.5,28.01.25,36.28272251,115,273.0358
28,29.01.25,36.28272251,115,270.93106
28.5,29.01.25,36.28272251,115,277.7669
29,30.01.25,36.28272251,115,268.6719
29.5,30.01.25,36.28272251,115,274.8194
30,31.01.25,36.28272251,115,269.3552
30.5,31.01.25,36.28272251,115,271.21652
31,01.02.25,36.28272251,115,269.73447
31.5,01.02.25,36.28272251,115,278.44296
32,02.02.25,36.28272251,115,268.694
32.5,02.02.25,36.28272251,115,272.50415
33,03.02.25,36.28272251,115,265.61523
33.5,03.02.25,36.28272251,115,270.76825
34,04.02.25,36.28272251,115,266.0373
34.5,04.02.25,36.28272251,115,269.1563
35,05.02.25,36.28272251,115,266.77814
35.5,05.02.25,36.28272251,115,272.46738
36,06.02.25,36.28272251,115,269.4219
36.5,06.02.25,36.28272251,115,277.1202
37,07.02.25,36.28272251,115,268.44504
37.5,07.02.25,36.28272251,115,275.7046
38,08.02.25,36.28272251,115,268.33377
38.5,08.02.25,36.28272251,115,271.54352
39,09.02.25,36.28272251,115,269.46472
39.5,09.02.25,36.28272251,115,278.5873
40,10.02.25,36.28272251,115,270.0747
40.5,10.02.25,36.28272251,115,275.15424
41,11.02.25,36.28272251,115,270.85468
41.5,11.02.25,36.28272251,115,280.12924
42,12.02.25,36.28272251,115,273.12662
42.5,12.02.25,36.28272251,115,286.89633
43,13.02.25,36.28272251,115,273.38684
43.5,13.02.25,36.28272251,115,282.22595
44,14.02.25,36.28272251,115,276.11212
44.5,14.02.25,36.28272251,115,286.2027
45,15.02.25,36.28272251,115,275.0858
45.5,15.02.25,36.28272251,115,289.37292
46,16.02.25,36.28272251,115,276.32272
46.5,16.02.25,36.28272251,115,286.4812
47,17.02.25,36.28272251,115,277.21497
47.5,17.02.25,36.28272251,115,292.8261
48,18.02.25,36.28272251,115,271.1488
48.5,18.02.25,36.28272251,115,280.65524
49,19.02.25,36.28272251,115,270.36545
49.5,19.02.25,36.28272251,115,275.81128
50,20.02.25,36.28272251,115,272.0806
