day,time,latitude,longitude,T
0,01.01.25,40.05235602,116.25,264.23926
0.5,01.01.25,40.05235602,116.25,273.27438
1,02.01.25,40.05235602,116.25,265.488
1.5,02.01.25,40.05235602,116.25,275.83093
2,03.01.25,40.05235602,116.25,268.76328
2.5,03.01.25,40.05235602,116.25,279.0245
3,04.01.25,40.05235602,116.25,265.56116
3.5,04.01.25,40.05235602,116.25,274.7931
4,05.01.25,40.05235602,116.25,262.95053
4.5,05.01.25,40.05235602,116.25,270.6296
5,06.01.25,40.05235602,116.25,264.30368
5.5,06.01.25,40.05235602,116.25,270.18744
6,07.01.25,40.05235602,116.25,267.01398
6.5,07.01.25,40.05235602,116.25,271.86203
7,08.01.25,40.05235602,116.25,264.58728
7.5,08.01.25,40.05235602,116.25,273.2344
8,09.01.25,40.05235602,116.25,263.36606
8.5,09.01.25,40.05235602,116.25,271.10477
9,10.01.25,40.05235602,116.25,263.2621
9.5,10.01.25,40.05235602,116.25,270.91763
10,11.01.25,40.05235602,116.25,264.22446
10.5,11.01.25,40.05235602,116.25,272.79077
11,12.01.25,40.05235602,116.25,263.33054
11.5,12.01.25,40.05235602,116.25,276.68024
12,13.01.25,40.05235602,116.25,262.52606
12.5,13.01.25,40.05235602,116.25,269.4425
13,14.01.25,40.05235602,116.25,260.3109
13.5,14.01.25,40.05235602,116.25,274.73712
14,15.01.25,40.05235602,116.25,256.72253
14.5,15.01.25,40.05235602,116.25,261.9286
15,16.01.25,40.05235602,116.25,257.77127
15.5,16.01.25,40.05235602,116.25,265.3694
16,17.01.25,40.05235602,116.25,260.40836
16.5,17.01.25,40.05235602,116.25,269.77115
17,18.01.25,40.05235602,116.25,262.82416
17.5,18.01.25,40.05235602,116.25,271.763
18,19.01.25,40.05235602,116.25,263.5704
18.5,19.01.25,40.05235602,116.25,272.56445
19,20.01.25,40.05235602,116.25,265.53152
19.5,20.01.25,40.05235602,116.25,266.46814
20,21.01.25,40.05235602,116.25,265.75305
20.5,21.01.25,40.05235602,116.25,267.99756
21,22.01.25,40.05235602,116.25,267.94708
21.5,22.01.25,40.05235602,116.25,268.9005
22,23.01.25,40.05235602,116.25,268.76083
22.5,23.01.25,40.05235602,116.25,271.69778
23,24.01.25,40.05235602,116.25,265.50644
23.5,24.01.25,40.05235602,116.25,276.07513
24,25.01.25,40.05235602,116.25,261.86127
24.5,25.01.25,40.05235602,116.25,270.93475
25,26.01.25,40.05235602,116.25,260.9563
25.5,26.01.25,40.05235602,116.25,270.53506
26,27.01.25,40.05235602,116.25,259.33633
26.5,27.01.25,40.05235602,116.25,268.42413
27,28.01.25,40.05235602,116.25,259.98334
27.5,28.01.25,40.05235602,116.25,268.57477
28,29.01.25,40.05235602,116.25,261.70276
28.5,29.01.25,40.05235602,116.25,271.2804
29,30.01.25,40.05235602,116.25,261.7097
29.5,30.01.25,40.05235602,116.25,268.11377
30,31.01.25,40.05235602,116.25,262.37158
30.5,31.01.25,40.05235602,116.25,270.5309
31,01.02.25,40.05235602,116.25,259.9553
31.5,01.02.25,40.05235602,116.25,272.25385
32,02.02.25,40.05235602,116.25,259.29126
32.5,02.02.25,40.05235602,116.25,265.90802
33,03.02.25,40.05235602,116.25,255.47505
33.5,03.02.25,40.05235602,116.25,261.7971
34,04.02.25,40.05235602,116.25,255.67937
34.5,04.02.25,40.05235602,116.25,261.3298
35,05.02.25,40.05235602,116.25,257.4444
35.5,05.02.25,40.05235602,116.25,267.5866
36,06.02.25,40.05235602,116.25,260.71375
36.5,06.02.25,40.05235602,116.25,268.97366
37,07.02.25,40.05235602,116.25,258.03937
37.5,07.02.25,40.05235602,116.25,266.8706
38,08.02.25,40.05235602,116.25,258.24054
38.5,08.02.25,40.05235602,116.25,265.2674
39,09.02.25,40.05235602,116.25,261.2382
39.5,09.02.25,40.05235602,116.25,272.98755
40,10.02.25,40.05235602,116.25,262.2199
40.5,10.02.25,40.05235602,116.25,268.90167
41,11.02.25,40.05235602,116.25,263.53302
41.5,11.02.25,40.05235602,116.25,275.56494
42,12.02.25,40.05235602,116.25,268.7609
42.5,12.02.25,40.05235602,116.25,280.05438
43,13.02.25,40.05235602,116.25,269.3009
43.5,13.02.25,40.05235602,116.25,275.494
44,14.02.25,40.05235602,116.25,271.41592
44.5,14.02.25,40.05235602,116.25,278.36673
45,15.02.25,40.05235602,116.25,271.86093
45.5,15.02.25,40.05235602,116.25,280.11652
46,16.02.25,40.05235602,116.25,273.1687
46.5,16.02.25,40.05235602,116.25,281.24332
47,17.02.25,40.05235602,116.25,273.96738
47.5,17.02.25,40.05235602,116.25,285.73758
48,18.02.25,40.05235602,116.25,262.47897
48.5,18.02.25,40.05235602,116.25,274.0825
49,19.02.25,40.05235602,116.25,261.69818
49.5,19.02.25,40.05235602,116.25,267.1584
50,20.02.25,40.05235602,116.25,262.5782
50.5,20.02.25,40.05235602,116.25,272.4094
51,21.02.25,40.05235602,116.25,268.4438
51.5,21.02.25,40.05235602,116.25,275.2392
52,22.02.25,40.05235602,116.25,269.81027
52.5,22.02.25,40.05235602,116.25,277.77673
53,23.02.25,40.05235602,116.25,270.79962
53.5,23.02.25,40.05235602,116.25,285.8913
54,24.02.25,40.05235602,116.25,270.61334
54.5,24.02.25,40.05235602,116.25,280.34573
55,25.02.25,40.05235602,116.25,270.63293
55.5,25.02.25,40.05235602,116.25,276.52682
56,26.02.25,40.05235602,116.25,268.17212
56.5,26.02.25,40.05235602,116.25,271.2021
57,27.02.25,40.05235602,116.25,266.8385
57.5,27.02.25,40.05235602,116.25,272.42746
58,28.02.25,40.05235602,116.25,266.78778
58.5,28.02.25,40.05235602,116.25,272.58844
59,01.03.25,40.05235602,116.25,267.07385
59.5,01.03.25,40.05235602,116.25,273.136
60,02.03.25,40.05235602,116.25,265.66696
60.5,02.03.25,40.05235602,116.25,273.44894
61,03.03.25,40.05235602,116.25,264.8418
61.5,03.03.25,40.05235602,116.25,271.7535
62,04.03.25,40.05235602,116.25,266.12677
62.5,04.03.25,40.05235602,116.25,275.42892
63,05.03.25,40.05235602,116.25,271.3451
63.5,05.03.25,40.05235602,116.25,281.0961
64,06.03.25,40.05235602,116.25,273.73593
64.5,06.03.25,40.05235602,116.25,282.98703
65,07.03.25,40.05235602,116.25,273.07104
65.5,07.03.25,40.05235602,116.25,284.68192
66,08.03.25,40.05235602,116.25,274.35803
66.5,08.03.25,40.05235602,116.25,287.68634
67,09.03.25,40.05235602,116.25,273.77228
67.5,09.03.25,40.05235602,116.25,285.55905
68,10.03.25,40.05235602,116.25,274.16843
68.5,10.03.25,40.05235602,116.25,282.7149
69,11.03.25,40.05235602,116.25,273.73114
69.5,11.03.25,40.05235602,116.25,283.26608
70,12.03.25,40.05235602,116.25,275.48227
70.5,12.03.25,40.05235602,116.25,288.87912
71,13.03.25,40.05235602,116.25,276.74472
71.5,13.03.25,40.05235602,116.25,295.08875
72,14.03.25,40.05235602,116.25,278.12024
72.5,14.03.25,40.05235602,116.25,290.87466
73,15.03.25,40.05235602,116.25,277.52463
73.5,15.03.25,40.05235602,116.25,294.0088
74,16.03.25,40.05235602,116.25,274.97223
74.5,16.03.25,40.05235602,116.25,283.3339
75,17.03.25,40.05235602,116.25,273.82632
75.5,17.03.25,40.05235602,116.25,281.49646
76,18.03.25,40.05235602,116.25,275.46628
76.5,18.03.25,40.05235602,116.25,288.03558
77,19.03.25,40.05235602,116.25,273.80276
77.5,19.03.25,40.05235602,116.25,285.62033
78,20.03.25,40.05235602,116.25,275.58664
78.5,20.03.25,40.05235602,116.25,287.30707
79,21.03.25,40.05235602,116.25,278.4127
79.5,21.03.25,40.05235602,116.25,292.41434
80,22.03.25,40.05235602,116.25,279.41876
80.5,22.03.25,40.05235602,116.25,292.19806
81,23.03.25,40.05235602,116.25,280.18533
81.5,23.03.25,40.05235602,116.25,294.4122
82,24.03.25,40.05235602,116.25,280.05423
82.5,24.03.25,40.05235602,116.25,291.16098
83,25.03.25,40.05235602,116.25,280.6797
83.5,25.03.25,40.05235602,116.25,285.25668
84,26.03.25,40.05235602,116.25,276.5055
84.5,26.03.25,40.05235602,116.25,286.70837
85,27.03.25,40.05235602,116.25,275.69418
85.5,27.03.25,40.05235602,116.25,283.41583
86,28.03.25,40.05235602,116.25,277.65347
86.5,28.03.25,40.05235602,116.25,287.4155
87,29.03.25,40.05235602,116.25,275.8402
87.5,29.03.25,40.05235602,116.25,294.85703
88,30.03.25,40.05235602,116.25,274.5725
88.5,30.03.25,40.05235602,116.25,283.561
89,31.03.25,40.05235602,116.25,274.24982
89.5,31.03.25,40.05235602,116.25,278.9125
90,01.04.25,40.05235602,116.25,276.03165
90.5,01.04.25,40.05235602,116.25,293.17438
91,02.04.25,40.05235602,116.25,277.12286
91.5,02.04.25,40.05235602,116.25,288.44995
92,03.04.25,40.05235602,116.25,275.41055
92.5,03.04.25,40.05235602,116.25,285.5278
