"day","time","latitude","longitude","T"
0,2015-01-01,7.06806282722513,3.75,300.50525
0.5,2015-01-01,7.06806282722513,3.75,300.50525
1,2015-01-02,7.06806282722513,3.75,297.66403
1.5,2015-01-02,7.06806282722513,3.75,308.1483
2,2015-01-03,7.06806282722513,3.75,297.88028
2.5,2015-01-03,7.06806282722513,3.75,307.2426
3,2015-01-04,7.06806282722513,3.75,295.2068
3.5,2015-01-04,7.06806282722513,3.75,307.49353
4,2015-01-05,7.06806282722513,3.75,297.2956
4.5,2015-01-05,7.06806282722513,3.75,307.4528
5,2015-01-06,7.06806282722513,3.75,299.24512
5.5,2015-01-06,7.06806282722513,3.75,304.3173
6,2015-01-07,7.06806282722513,3.75,298.11325
6.5,2015-01-07,7.06806282722513,3.75,305.5245
7,2015-01-08,7.06806282722513,3.75,299.19342
7.5,2015-01-08,7.06806282722513,3.75,305.98883
8,2015-01-09,7.06806282722513,3.75,298.07153
8.5,2015-01-09,7.06806282722513,3.75,306.30875
9,2015-01-10,7.06806282722513,3.75,295.86737
9.5,2015-01-10,7.06806282722513,3.75,305.89056
10,2015-01-11,7.06806282722513,3.75,295.3372
10.5,2015-01-11,7.06806282722513,3.75,305.52747
11,2015-01-12,7.06806282722513,3.75,293.93936
11.5,2015-01-12,7.06806282722513,3.75,305.5796
12,2015-01-13,7.06806282722513,3.75,294.547
12.5,2015-01-13,7.06806282722513,3.75,306.39044
13,2015-01-14,7.06806282722513,3.75,294.42355
13.5,2015-01-14,7.06806282722513,3.75,306.66653
14,2015-01-15,7.06806282722513,3.75,296.81952
14.5,2015-01-15,7.06806282722513,3.75,307.07474
15,2015-01-16,7.06806282722513,3.75,294.944
15.5,2015-01-16,7.06806282722513,3.75,306.9142
16,2015-01-17,7.06806282722513,3.75,294.6519
16.5,2015-01-17,7.06806282722513,3.75,308.1407
17,2015-01-18,7.06806282722513,3.75,293.99384
17.5,2015-01-18,7.06806282722513,3.75,308.5428
18,2015-01-19,7.06806282722513,3.75,293.90616
18.5,2015-01-19,7.06806282722513,3.75,307.09067
19,2015-01-20,7.06806282722513,3.75,295.09427
19.5,2015-01-20,7.06806282722513,3.75,307.25754
20,2015-01-21,7.06806282722513,3.75,294.3831
20.5,2015-01-21,7.06806282722513,3.75,306.9815
21,2015-01-22,7.06806282722513,3.75,294.51923
21.5,2015-01-22,7.06806282722513,3.75,306.90863
22,2015-01-23,7.06806282722513,3.75,294.69485
22.5,2015-01-23,7.06806282722513,3.75,306.017
23,2015-01-24,7.06806282722513,3.75,294.44095
23.5,2015-01-24,7.06806282722513,3.75,306.0767
24,2015-01-25,7.06806282722513,3.75,294.43448
24.5,2015-01-25,7.06806282722513,3.75,306.4144
25,2015-01-26,7.06806282722513,3.75,293.9119
25.5,2015-01-26,7.06806282722513,3.75,305.42896
26,2015-01-27,7.06806282722513,3.75,293.76514
26.5,2015-01-27,7.06806282722513,3.75,305.82645
27,2015-01-28,7.06806282722513,3.75,293.49176
27.5,2015-01-28,7.06806282722513,3.75,306.09268
28,2015-01-29,7.06806282722513,3.75,293.383
28.5,2015-01-29,7.06806282722513,3.75,306.61423
29,2015-01-30,7.06806282722513,3.75,292.99707
29.5,2015-01-30,7.06806282722513,3.75,306.60788
30,2015-01-31,7.06806282722513,3.75,294.45697
30.5,2015-01-31,7.06806282722513,3.75,306.57547
31,2015-02-01,7.06806282722513,3.75,293.3653
31.5,2015-02-01,7.06806282722513,3.75,305.76273
32,2015-02-02,7.06806282722513,3.75,297.7312
32.5,2015-02-02,7.06806282722513,3.75,306.3765
33,2015-02-03,7.06806282722513,3.75,295.3673
33.5,2015-02-03,7.06806282722513,3.75,306.9792
34,2015-02-04,7.06806282722513,3.75,296.1916
34.5,2015-02-04,7.06806282722513,3.75,307.05066
35,2015-02-05,7.06806282722513,3.75,296.79138
35.5,2015-02-05,7.06806282722513,3.75,306.95367
36,2015-02-06,7.06806282722513,3.75,298.31305
36.5,2015-02-06,7.06806282722513,3.75,306.30035
37,2015-02-07,7.06806282722513,3.75,296.6221
37.5,2015-02-07,7.06806282722513,3.75,306.59988
38,2015-02-08,7.06806282722513,3.75,296.98825
38.5,2015-02-08,7.06806282722513,3.75,307.4084
39,2015-02-09,7.06806282722513,3.75,298.10202
39.5,2015-02-09,7.06806282722513,3.75,308.2204
40,2015-02-10,7.06806282722513,3.75,297.77615
40.5,2015-02-10,7.06806282722513,3.75,308.97946
41,2015-02-11,7.06806282722513,3.75,297.8962
41.5,2015-02-11,7.06806282722513,3.75,308.91913
42,2015-02-12,7.06806282722513,3.75,297.7816
42.5,2015-02-12,7.06806282722513,3.75,309.32947
43,2015-02-13,7.06806282722513,3.75,298.08536
43.5,2015-02-13,7.06806282722513,3.75,307.98087
44,2015-02-14,7.06806282722513,3.75,298.46866
44.5,2015-02-14,7.06806282722513,3.75,307.68375
45,2015-02-15,7.06806282722513,3.75,298.04446
45.5,2015-02-15,7.06806282722513,3.75,308.53824
46,2015-02-16,7.06806282722513,3.75,297.52722
46.5,2015-02-16,7.06806282722513,3.75,306.91815
47,2015-02-17,7.06806282722513,3.75,295.1171
47.5,2015-02-17,7.06806282722513,3.75,308.14114
48,2015-02-18,7.06806282722513,3.75,294.7046
48.5,2015-02-18,7.06806282722513,3.75,307.96713
49,2015-02-19,7.06806282722513,3.75,295.47086
49.5,2015-02-19,7.06806282722513,3.75,309.79608
